请问您的性别是？,您所在的城市属于哪个省（直辖市/自治区/特区）？,请问您的出生年代是？,请问您的学历是？,请问您是否有海外留学经历？（以学习为目的，在国外停留超过1个月）,请问未来1-3年内，您是否有留学或继续深造计划？（多选）,您是否考虑线上教学的方式继续深造？,请问您属于以下哪种身份？,请问您所从事的行业是？,请问您在单位的岗位职能是？,关于汽车，请问以下哪个描述符合您的情况？,请问您拥有什么类型的汽车？,请问您购买的车型品牌是？,请问您购买汽车的价格是在什么范围？（如果拥有多辆车，请以价格最高的一辆车为准）,请问您未来1年内是否有购置汽车的计划？,请问您对新能源纯电动汽车的尝试意愿如何？,请问您更愿意尝试以下哪个品牌的新能源纯电动汽车？,请问您和您家人每年旅行消费支出是（排除疫情年度影响）？,请问您常规每年开展几次出境游（排除疫情年度影响，个人+商务旅行）,请问在订购机票时，您一般选择什么舱位？,请问您在选择酒店时，通常预定什么等级的酒店？（最多选择两项）,请问您在选择酒店时，通常每个房间每晚消费多少？,请问您购买过哪些品类的奢侈品？（多选）,请问您购买奢侈品的主要用途是？（多选）,请问您拥有几块机械腕表类的奢侈品?,请问您拥有几件珠宝类的奢侈品?,请问您拥有几件包/鞋/服饰类的奢侈品？,请问您购买奢侈品时的考虑因素有哪些？（多选）,请问您对以下哪些品牌的腕表感兴趣？（多选）,请问您拥有何种品牌的机械腕表？（如有多块儿腕表，请多选）,请问您购买这块机械腕表的花费是多少？（若您有多块机械腕表，则填写最贵的那块机械腕表价格）,请问您未来是否会考虑购买机械腕表，计划在多长时间内购买机械腕表？,请问您计划花多少钱来购买机械腕表？,请问您用过哪些彩妆及肤护品？或者您购买过哪些送人？（多选）,请问您或您的家庭在未来1年内计划购买以下哪些电子产品？（多选）,请问您新购/更换手机的频率是？,请问您在购买手机时，主要考虑因素有哪些？（多选）,请问您的婚姻状况是？,请问您目前的家庭情况是？,请问您的子女处在哪个人生阶段？(如您有2个及以上孩子请多选),请问您是否有宠物？,请问您每个月在宠物身上的平均花费是多少？,请问您过去一年的个人平均月收入范围是？（包括固定工资，奖金，福利，金融产品收益，资产收益等所有收入的总和）,请问过去一年您的家庭平均税前月收入范围是？（如未婚则仅包含个人；包括固定工资，奖金，福利，金融产品收益，资产收益等所有收入的总和）,请问过去一年您消费占比最高的三项是？,在闲暇时，您主要的消遣方式有哪些？（多选）,请问您平均每月网购次数？,请问您平均每月网购总金额范围？,请问您在消费时更看重以下哪点？,请问您经常使用的网购平台是？（多选）,请问您在消费时，是否容易受到他人影响？,设备,作答时长
女,广东,80后（80-84年出生）,大学专科,否,"[""在国内接受职业技能培训或考取职业资格证""]",是,企业高层管理人员,广告/公关/媒体,,有1辆汽车,"[""新能源车""]","[""英菲尼迪""]",20-50万元,,不愿意尝试,,"10,000元及以下",很少,经济舱,"[""四星级/高档型""]",800元以下/晚,"[""包""]","[""送人""]",,,3-4件,"[""品牌""]","[""other"",""Dior""]",,,不打算购买,,"[""兰蔻Lancome"",""迪奥Dior"",""肌肤之钥CPB"",""香奈儿CHANEL"",""雅诗兰黛Estee Lauder""]","[""智能设备（智能可穿戴设备、智能机器人、智能家居等）""]",平均2-3年购买1部手机,"[""品牌"",""性能/配置"",""外观/造型"",""价格"",""售后服务""]",不方便透露,,,无,,"10,000元以下",,"[""日用品消费"",""育儿消费"",""服饰消费""]","[""朋友聚会、咖啡吧、酒吧、live house等"",""郊游/周边游"",""读书""]",10次以上,"3,000～5,000元",外观颜值,"[""考拉海购"",""淘宝/天猫"",""京东"",""拼多多""]",否,iOS,286
男,上海,60后及以前（69年及之前出生）,高中及以下,否,"[""none""]",否,退休,,,有1辆汽车,"[""SUV（比如途观、奔驰GLK等）""]","[""福特""]",20万元以下,,不愿意尝试,,"10,000元及以下",很少,经济舱,"[""经济型/快捷型连锁""]",800元以下/晚,"[""服饰""]","[""自用""]",,,2件,"[""实用""]","[""other"",""耐克""]","[""other"",""精工""]",,不打算购买,,"[""欧莱雅""]","[""手机"",""电脑整机（笔记本、一体机、平板电脑等）""]",平均3年以上购买1部手机,"[""品牌""]",已婚,有一个孩子,"[""已参加工作""]",无,,"10,000元以下","20,000元以下","[""服饰消费"",""智能产品消费、电子产品消费"",""娱乐消费""]","[""郊游/周边游"",""电影、连续剧"",""读书""]",1-5次,"3,000元以下",质量品质,"[""京东""]",否,iOS,434
男,山东,85后（85-89年出生）,大学本科,否,"[""在国内接受职业技能培训或考取职业资格证""]",是,自由职业者,健康/医疗服务,,有1辆汽车,"[""SUV（比如途观、奔驰GLK等）""]","[""其他欧洲品牌""]",20-50万元,,比较愿意尝试,比亚迪,"10,001-30,000元",3-5次,经济舱,"[""经济型/快捷型连锁"",""四星级/高档型""]",800元以下/晚,"[""机械腕表"",""包"",""服饰"",""鞋""]","[""自用""]",1块,,2件,"[""实用"",""质量"",""品牌"",""保值/收藏价值""]","[""宝玑BREGUET"",""宇舶HUBLOT"",""天梭TISSOT"",""浪琴LONGINES"",""劳力士ROLEX""]","[""天梭TISSOT"",""浪琴LONGINES""]",3万-5万元,1-2年,3万-5万元,"[""资生堂"",""海蓝之谜La Mer"",""SK-II""]","[""手机"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）"",""电脑整机（笔记本、一体机、平板电脑等）""]",平均1年以内购买1部手机,"[""品牌"",""性能/配置"",""外观/造型"",""操作系统"",""质量/耐用"",""售后服务""]",未婚,,,无,,"10,001-30,000元",,"[""旅游消费"",""智能产品消费、电子产品消费"",""餐饮消费""]","[""兴趣养成或技能提升类的活动/课程"",""读书"",""健身、各类运动"",""玩游戏"",""逛商场、购物"",""电影、连续剧""]",6-10次,"3,000元以下",质量品质,"[""考拉海购"",""淘宝/天猫"",""京东"",""抖音快手""]",否,iOS,273
女,江苏,00后（2000年以后出生）,高中及以下,否,"[""none""]",否,创始人/私营业主,房地产/建筑业,,没有汽车,,,,暂时无购车计划,不愿意尝试,,"10,000元及以下",很少,经济舱,"[""经济型/快捷型连锁""]",800元以下/晚,"[""none""]",,,,,,"[""劳力士ROLEX"",""卡地亚CARTIER""]",,,不打算购买,,"[""兰蔻Lancome""]","[""手机""]",平均2-3年购买1部手机,"[""价格"",""质量/耐用"",""性能/配置""]",未婚,,,无,,none,,"[""餐饮消费"",""服饰消费"",""娱乐消费""]","[""玩游戏""]",基本不网购,"3,000元以下",质量品质,"[""拼多多"",""淘宝/天猫""]",否,iOS,265
女,上海,00后（2000年以后出生）,大学本科,否,"[""在国内接受职业技能培训或考取职业资格证"",""在亚太地区申请研究生"",""到欧美地区申请研究生""]",是,学生,,,没有汽车,,,,暂时无购车计划,比较愿意尝试,比亚迪,"10,000元及以下",很少,经济舱,"[""四星级/高档型"",""三星级/舒适型""]",不确定,"[""none""]",,,,,,"[""天梭TISSOT""]",,,不打算购买,,"[""雅诗兰黛Estee Lauder"",""圣罗兰YSL"",""迪奥Dior""]","[""手机""]",平均3年以上购买1部手机,"[""品牌"",""性能/配置"",""操作系统"",""口碑"",""售后服务"",""质量/耐用""]",未婚,,,无,,,,"[""学习消费"",""餐饮消费"",""日用品消费""]","[""玩游戏"",""读书"",""看展、逛市集"",""兴趣养成或技能提升类的活动/课程""]",6-10次,"3,000元以下",性价比高,"[""淘宝/天猫"",""京东""]",是,iOS,241
男,广西,85后（85-89年出生）,高中及以下,否,"[""在国内接受职业技能培训或考取职业资格证""]",是,创始人/私营业主,电商/零售/贸易,,有2辆及以上汽车,"[""皮卡""]","[""日产""]",20万元以下,,比较愿意尝试,蔚来,"10,000元及以下",很少,经济舱,"[""经济型/快捷型连锁"",""民宿/公寓""]",800元以下/晚,"[""鞋"",""服饰"",""珠宝""]","[""送人""]",,1件,1件,"[""折扣/优惠"",""实用"",""质量""]","[""浪琴LONGINES"",""欧米茄OMEGA"",""天梭TISSOT""]","[""浪琴LONGINES"",""天梭TISSOT""]",,1年以内,1万元以下,"[""none""]","[""智能设备（智能可穿戴设备、智能机器人、智能家居等）"",""电脑整机（笔记本、一体机、平板电脑等）"",""学习设备""]",平均3年以上购买1部手机,"[""品牌"",""性能/配置"",""质量/耐用"",""售后服务""]",已婚,有一个孩子,"[""幼儿园（3-6周岁）""]",无,,"50,001-80,000元","50,001-10,0000元","[""育儿消费"",""日用品消费"",""学习消费""]","[""健身、各类运动"",""朋友聚会、咖啡吧、酒吧、live house等"",""读书""]",1-5次,"3,000元以下",性价比高,"[""拼多多"",""淘宝/天猫"",""京东""]",否,iOS,527
男,江西,95后（95-99年出生）,大学本科,否,"[""在国内接受职业技能培训或考取职业资格证""]",否,企业职员,食品/餐饮,销售,没有汽车,,,,暂时无购车计划,不愿意尝试,,"10,000元及以下",很少,经济舱,"[""民宿/公寓"",""经济型/快捷型连锁""]",800元以下/晚,"[""none""]",,,,,,,,,不确定,,"[""none""]","[""手机""]",平均2-3年购买1部手机,"[""品牌"",""性能/配置"",""外观/造型"",""操作系统"",""质量/耐用"",""价格"",""功能"",""口碑"",""售后服务""]",未婚,,,狗,"1,000元以下","10,000元以下",,"[""餐饮消费"",""日用品消费"",""兴趣消费""]","[""玩游戏"",""电影、连续剧"",""看展、逛市集""]",1-5次,"3,000元以下",实用性强,"[""淘宝/天猫"",""拼多多""]",是,iOS,444
女,上海,90后（90-94年出生）,大学本科,否,"[""none""]",否,企业职员,广告/公关/媒体,战略/企划,没有汽车,,,,暂时无购车计划,不愿意尝试,,"10,000元及以下",很少,经济舱,"[""三星级/舒适型"",""经济型/快捷型连锁""]",800元以下/晚,"[""none""]",,,,,,"[""欧米茄OMEGA""]",,,不打算购买,,"[""ISPA"",""馥蕾诗fresh"",""黛珂DECORTE"",""兰蔻Lancome"",""娇兰"",""乔治阿玛尼Giorgio Armani"",""Bobbi Brown"",""欧莱雅"",""汤姆福特TOM FORD"",""植村秀"",""资生堂"",""迪奥Dior"",""雅诗兰黛Estee Lauder"",""娇韵诗"",""纪梵希Givenchy""]","[""手机"",""摄影摄像（数码相机、单反相机、摄像机等）""]",平均3年以上购买1部手机,"[""品牌"",""性能/配置"",""外观/造型"",""操作系统"",""价格"",""功能"",""口碑"",""售后服务"",""质量/耐用""]",未婚,,,无,,"10,000元以下",,"[""餐饮消费"",""服饰消费"",""娱乐消费""]","[""电影、连续剧"",""玩游戏"",""健身、各类运动"",""读书"",""逛商场、购物"",""朋友聚会、咖啡吧、酒吧、live house等""]",1-5次,"3,000元以下",理念价值观,"[""淘宝/天猫"",""京东""]",是,iOS,293
男,上海,90后（90-94年出生）,大学本科,否,"[""none""]",是,企业职员,咨询/审计/市场研究,顾问,没有汽车,,,,会增购或新购（增购即保留现有车辆再购买一辆）,非常愿意尝试,比亚迪,"10,000元及以下",很少,经济舱,"[""经济型/快捷型连锁""]",800元以下/晚,"[""珠宝""]","[""送人""]",,1件,,"[""质量"",""价格""]","[""江诗丹顿VACHERON CONSTANTIN"",""欧米茄OMEGA"",""劳力士ROLEX""]",,,不确定,,"[""none""]","[""other"",""暂无""]",平均3年以上购买1部手机,"[""品牌"",""性能/配置"",""操作系统"",""口碑"",""功能"",""价格"",""售后服务"",""质量/耐用""]",未婚,,,无,,"30,001-50,000元",,"[""智能产品消费、电子产品消费"",""其他"",""兴趣消费""]","[""读书"",""电影、连续剧""]",1-5次,"3,000元以下",质量品质,"[""京东"",""淘宝/天猫"",""other"",""当当""]",否,iOS,469
男,北京,95后（95-99年出生）,大学专科,否,"[""none""]",是,企业职员,计算机/互联网/电子,技术/研发,没有汽车,,,,会增购或新购（增购即保留现有车辆再购买一辆）,非常愿意尝试,特斯拉,"10,000元及以下",1-2次,经济舱,"[""经济型/快捷型连锁""]",800元以下/晚,"[""none""]",,,,,,"[""江诗丹顿VACHERON CONSTANTIN"",""万宝龙MONTBLANC"",""帝舵TUDOR"",""劳力士ROLEX"",""欧米茄OMEGA""]",,,不打算购买,,"[""none""]","[""学习设备""]",平均1-2年购买1部手机,"[""性能/配置"",""外观/造型"",""操作系统"",""质量/耐用"",""价格""]",未婚,,,无,,"10,001-30,000元",,"[""娱乐消费"",""兴趣消费"",""智能产品消费、电子产品消费""]","[""逛商场、购物"",""健身、各类运动"",""读书"",""玩游戏""]",6-10次,"3,000～5,000元",理念价值观,"[""考拉海购"",""淘宝/天猫"",""得物"",""小红书"",""京东"",""抖音快手"",""拼多多"",""亲朋好友代买"",""寺库 "",""亚马逊""]",是,iOS,202
男,陕西,95后（95-99年出生）,大学本科,否,"[""在国内申请研究生""]",否,政府机关/公务员/事业单位,,,没有汽车,,,,暂时无购车计划,不愿意尝试,,"10,000元及以下",1-2次,经济舱,"[""四星级/高档型"",""三星级/舒适型""]",800元以下/晚,"[""机械腕表"",""鞋""]","[""送人"",""自用""]",2块,,2件,"[""折扣/优惠"",""保值/收藏价值"",""品牌"",""价格"",""款式/颜色""]","[""积家JAEGER-LECOULTRE"",""浪琴LONGINES""]","[""浪琴LONGINES""]",1-3万元,不打算购买,,"[""圣罗兰YSL"",""兰蔻Lancome"",""资生堂""]","[""电脑整机（笔记本、一体机、平板电脑等）"",""游戏机""]",平均1-2年购买1部手机,"[""性能/配置"",""品牌"",""外观/造型"",""操作系统""]",未婚,,,无,,,,"[""旅游消费"",""日用品消费"",""餐饮消费""]","[""电影、连续剧"",""读书"",""逛商场、购物"",""郊游/周边游"",""玩游戏"",""看展、逛市集"",""朋友聚会、咖啡吧、酒吧、live house等""]",10次以上,"3,000元以下",性价比高,"[""京东"",""得物"",""淘宝/天猫""]",否,iOS,183
男,上海,90后（90-94年出生）,博士及以上,否,"[""none""]",否,企业中层管理人员,银行/证券/保险/投资机构及互联网金融,市场/营销,没有汽车,,,,暂时无购车计划,比较愿意尝试,比亚迪,"10,001-30,000元",1-2次,经济舱,"[""三星级/舒适型"",""经济型/快捷型连锁""]",800元以下/晚,"[""机械腕表"",""鞋""]","[""自用""]",1块,,2件,"[""折扣/优惠"",""品牌""]","[""浪琴LONGINES"",""天梭TISSOT"",""劳力士ROLEX""]","[""浪琴LONGINES""]",1-3万元,不确定,,"[""none""]","[""手机"",""智能设备（智能可穿戴设备、智能机器人、智能家居等）"",""学习设备""]",平均3年以上购买1部手机,"[""品牌""]",未婚,,,无,,"30,001-50,000元",,"[""日用品消费"",""兴趣消费"",""服饰消费""]","[""兴趣养成或技能提升类的活动/课程"",""读书"",""电影、连续剧""]",10次以上,"3,000～5,000元",性价比高,"[""京东"",""淘宝/天猫""]",否,iOS,175
女,吉林,70后（70-79年出生）,大学本科,否,"[""none""]",是,企业职员,银行/证券/保险/投资机构及互联网金融,人事/行政/财务,没有汽车,,,,暂时无购车计划,不愿意尝试,,"10,000元及以下",很少,经济舱,"[""经济型/快捷型连锁""]",800元以下/晚,"[""none""]",,,,,,"[""浪琴LONGINES""]",,,不打算购买,,"[""欧莱雅"",""资生堂"",""迪奥Dior""]","[""电脑整机（笔记本、一体机、平板电脑等）""]",平均3年以上购买1部手机,"[""品牌"",""外观/造型"",""操作系统"",""质量/耐用"",""价格"",""售后服务""]",已婚,有一个孩子,"[""大学/研究生""]",无,,"80,001-100,000元",none,"[""学习消费"",""育儿消费"",""日用品消费""]","[""电影、连续剧"",""读书"",""健身、各类运动""]",6-10次,"3,000元以下",性价比高,"[""拼多多"",""唯品会""]",否,iOS,489
女,浙江,00后（2000年以后出生）,大学专科,否,"[""在亚太地区申请研究生""]",否,企业职员,广告/公关/媒体,摄影师/艺术家/导演等创意工作,没有汽车,,,,暂时无购车计划,非常愿意尝试,特斯拉,"10,000元及以下",很少,经济舱,"[""民宿/公寓"",""三星级/舒适型""]",800元以下/晚,"[""none""]",,,,,,"[""香奈儿CHANEL"",""卡地亚CARTIER"",""宝珀BLANCPAIN"",""浪琴LONGINES"",""欧米茄OMEGA"",""百达翡丽PATEK PHILIPPE"",""万国IWC""]",,,不打算购买,,"[""圣罗兰YSL"",""娇兰"",""迪奥Dior"",""资生堂"",""雅诗兰黛Estee Lauder"",""香奈儿CHANEL"",""兰蔻Lancome"",""黛珂DECORTE"",""欧莱雅""]","[""摄影摄像（数码相机、单反相机、摄像机等）""]",平均1-2年购买1部手机,"[""品牌"",""外观/造型"",""质量/耐用"",""价格"",""口碑"",""功能"",""性能/配置"",""售后服务""]",未婚,,,猫,"1,000元以下","10,000元以下",,"[""娱乐消费"",""服饰消费"",""餐饮消费""]","[""逛商场、购物"",""看展、逛市集"",""朋友聚会、咖啡吧、酒吧、live house等"",""电影、连续剧"",""郊游/周边游""]",10次以上,"3,000～5,000元",质量品质,"[""得物"",""淘宝/天猫"",""京东"",""拼多多""]",是,iOS,342
女,湖南,00后（2000年以后出生）,大学专科,否,"[""在国内接受职业技能培训或考取职业资格证""]",是,企业职员,咨询/审计/市场研究,销售,有1辆汽车,"[""普通轿车（两厢、三厢）""]","[""福特""]",20-50万元,,不愿意尝试,,"30,001-50,000元",1-2次,经济舱,"[""经济型/快捷型连锁""]","801-1,500元/晚","[""none""]",,,,,,"[""万宝龙MONTBLANC"",""卡地亚CARTIER""]",,,不打算购买,,"[""SK-II"",""植村秀"",""纪梵希Givenchy"",""欧莱雅"",""资生堂"",""香奈儿CHANEL"",""海蓝之谜La Mer"",""雅诗兰黛Estee Lauder"",""迪奥Dior"",""圣罗兰YSL"",""兰蔻Lancome"",""娇兰"",""赫莲娜HR""]","[""游戏机""]",平均1-2年购买1部手机,"[""品牌"",""性能/配置"",""外观/造型"",""质量/耐用"",""售后服务""]",未婚,,,猫,"1,000元以下","30,001-50,000元",,"[""餐饮消费"",""娱乐消费"",""兴趣消费""]","[""读书"",""郊游/周边游"",""兴趣养成或技能提升类的活动/课程"",""朋友聚会、咖啡吧、酒吧、live house等"",""逛商场、购物"",""健身、各类运动"",""玩游戏"",""电影、连续剧""]",10次以上,"3,000～5,000元",实用性强,"[""淘宝/天猫"",""小红书"",""唯品会"",""京东""]",是,iOS,327
男,陕西,80后（80-84年出生）,大学本科,否,"[""none""]",是,企业中层管理人员,咨询/审计/市场研究,人事/行政/财务,有2辆及以上汽车,"[""SUV（比如途观、奔驰GLK等）"",""普通轿车（两厢、三厢）""]","[""宝马""]",20-50万元,,不愿意尝试,,"10,001-30,000元",3-5次,经济舱,"[""四星级/高档型""]","801-1,500元/晚","[""机械腕表""]","[""自用""]",2块,,,"[""保值/收藏价值"",""品牌"",""质量"",""价格"",""款式/颜色""]","[""欧米茄OMEGA"",""劳力士ROLEX"",""other"",""沛纳海""]","[""劳力士ROLEX"",""天梭TISSOT"",""other"",""沛纳海""]",5万-10万元,2-3年,5万-10万元,"[""none""]","[""手机"",""电脑整机（笔记本、一体机、平板电脑等）""]",平均1年以内购买1部手机,"[""品牌"",""性能/配置"",""外观/造型"",""价格""]",已婚,有一个孩子,"[""婴儿（1岁以下）""]",无,,"80,001-100,000元","100,001-150,000元","[""智能产品消费、电子产品消费"",""育儿消费"",""兴趣消费""]","[""电影、连续剧"",""玩游戏"",""读书""]",6-10次,"3,000元以下",质量品质,"[""淘宝/天猫"",""抖音快手"",""京东""]",是,iOS,337
女,江苏,95后（95-99年出生）,大学本科,否,"[""在国内申请研究生""]",否,企业职员,电商/零售/贸易,市场/营销,有1辆汽车,"[""普通轿车（两厢、三厢）""]","[""大众""]",20万元以下,,非常愿意尝试,威马,"10,000元及以下",1-2次,经济舱,"[""经济型/快捷型连锁"",""民宿/公寓""]",800元以下/晚,"[""none""]",,,,,,"[""宝格丽BVLGARI""]",,,3年以上,1万-3万元,"[""雅诗兰黛Estee Lauder"",""兰蔻Lancome"",""黛珂DECORTE"",""迪奥Dior"",""资生堂"",""娇韵诗"",""汤姆福特TOM FORD""]","[""摄影摄像（数码相机、单反相机、摄像机等）"",""电脑整机（笔记本、一体机、平板电脑等）""]",平均1-2年购买1部手机,"[""性能/配置""]",未婚,,,无,,"10,000元以下",,"[""日用品消费"",""服饰消费"",""娱乐消费""]","[""逛商场、购物"",""电影、连续剧"",""读书""]",6-10次,"3,000元以下",质量品质,"[""京东"",""淘宝/天猫""]",否,iOS,371
女,吉林,80后（80-84年出生）,硕士/MBA,否,"[""none""]",否,政府机关/公务员/事业单位,,,有1辆汽车,"[""普通轿车（两厢、三厢）""]","[""福特""]",20万元以下,,不愿意尝试,,"10,000元及以下",1-2次,经济舱,"[""经济型/快捷型连锁""]",800元以下/晚,"[""none""]",,,,,,"[""other"",""Apple Watch""]",,,不打算购买,,"[""none""]","[""other"",""不买，没钱""]",平均3年以上购买1部手机,"[""other"",""缺少一项使用习惯，习惯用iPhone""]",已婚,无子女,,无,,,"20,000元以下","[""智能产品消费、电子产品消费"",""旅游消费"",""兴趣消费""]","[""other"",""社畜，能躺着休息就不错了""]",1-5次,"3,000元以下",质量品质,"[""京东"",""亚马逊"",""淘宝/天猫""]",否,iOS,403
男,江苏,80后（80-84年出生）,大学专科,否,"[""none""]",否,政府机关/公务员/事业单位,,,有2辆及以上汽车,"[""SUV（比如途观、奔驰GLK等）""]","[""雷克萨斯""]",50-100万元,,非常愿意尝试,特斯拉,"10,001-30,000元",很少,经济舱,"[""四星级/高档型""]",800元以下/晚,"[""服饰""]","[""自用""]",,,3-4件,"[""实用""]","[""劳力士ROLEX""]",,,不打算购买,,"[""SK-II""]","[""电脑整机（笔记本、一体机、平板电脑等）""]",平均1-2年购买1部手机,"[""性能/配置""]",已婚,有两个及以上孩子,"[""小学""]",无,,,"20,001-50,000元","[""育儿消费"",""餐饮消费"",""其他""]","[""电影、连续剧""]",1-5次,"3,000元以下",质量品质,"[""京东""]",否,iOS,208
男,上海,80后（80-84年出生）,硕士/MBA,是,"[""在国内接受职业技能培训或考取职业资格证""]",是,创始人/私营业主,健康/医疗服务,,有2辆及以上汽车,"[""MPV（比别克GL8等）"",""SUV（比如途观、奔驰GLK等）""]","[""奔驰"",""别克""]",50-100万元,,非常愿意尝试,蔚来,"100,000元以上",3-5次,商务舱,"[""五星级/豪华型""]","801-1,500元/晚","[""服饰"",""鞋""]","[""自用""]",,,5件以上,"[""品牌""]","[""百达翡丽PATEK PHILIPPE"",""劳力士ROLEX""]","[""劳力士ROLEX""]",,不打算购买,,"[""香奈儿CHANEL"",""海蓝之谜La Mer"",""乔治阿玛尼Giorgio Armani"",""雅诗兰黛Estee Lauder"",""汤姆福特TOM FORD""]","[""智能设备（智能可穿戴设备、智能机器人、智能家居等）""]",平均1-2年购买1部手机,"[""品牌"",""外观/造型""]",已婚,有一个孩子,"[""初中""]",猫,"1,000-3,000元","80,001-100,000元","150,001-200,000元","[""服饰消费"",""育儿消费"",""餐饮消费""]","[""朋友聚会、咖啡吧、酒吧、live house等"",""健身、各类运动"",""读书""]",1-5次,"3,000～5,000元",外观颜值,"[""淘宝/天猫"",""京东""]",否,iOS,420
